MEDIUM,Design Authentication Manager,55.7,0.5785423458465672,https://leetcode.com/problems/design-authentication-manager,"Hash Table, Linked List, Design, Doubly-Linked List"
MEDIUM,Minimum Sideway Jumps,55.7,0.5083339022558591,https://leetcode.com/problems/minimum-sideway-jumps,"Array, Dynamic Programming, Greedy"
215. Kth Largest Element in an Array
68.8%
Medium
217. Contains Duplicate
64.0%
Easy
226. Invert Binary Tree
79.8%
Easy
227. Basic Calculator II
46.6%
Medium
230. Kth Smallest Element in a BST
76.4%
Medium
232. Implement Queue using Stacks
69.3%
Easy
236. Lowest Common Ancestor of a Binary Tree
68.7%
Medium
237. Delete Node in a Linked List
83.5%
Medium
238. Product of Array Except Self
68.6%
Medium
240. Search a 2D Matrix II
56.8%
Medium
242. Valid Anagram
67.7%
Easy
243. Shortest Word Distance
66.2%
Easy
253. Meeting Rooms II
52.5%
Medium
268. Missing Number
71.6%
Easy
278. First Bad Version
46.8%
Easy
283. Move Zeroes
63.5%
Easy
295. Find Median from Data Stream
54.1%
Hard
297. Serialize and Deserialize Binary Tree
60.3%
Hard
300. Longest Increasing Subsequence
59.0%
Medium
314. Binary Tree Vertical Order Traversal
57.7%
Medium
316. Remove Duplicate Letters
52.7%
Medium
317. Shortest Distance from All Buildings
44.8%
Hard
322. Coin Change
47.9%
Medium
328. Odd Even Linked List
62.3%
Medium
329. Longest Increasing Path in a Matrix
56.3%
Hard
333. Largest BST Subtree
45.8%
Medium
344. Reverse String
80.5%
Easy
347. Top K Frequent Elements
65.8%
Medium
348. Design Tic-Tac-Toe
58.7%
Medium
352. Data Stream as Disjoint Intervals
59.9%
Hard
380. Insert Delete GetRandom O(1)
55.2%
Medium
387. First Unique Character in a String
64.9%
Easy
394. Decode String
62.2%
Medium
412. Fizz Buzz
75.2%
Easy
415. Add Strings
52.1%
Easy
425. Word Squares
54.6%
Hard
430. Flatten a Multilevel Doubly Linked List
62.5%
Medium
435. Non-overlapping Intervals
56.7%
Medium
437. Path Sum III
46.3%
Medium
438. Find All Anagrams in a String
53.2%
Medium
442. Find All Duplicates in an Array
76.8%
Medium
443. String Compression
59.5%
Medium
445. Add Two Numbers II
62.3%
Medium
450. Delete Node in a BST
54.1%
Medium
453. Minimum Moves to Equal Array Elements
58.5%
Medium
460. LFU Cache
48.5%
Hard
468. Validate IP Address
28.2%
Medium
509. Fibonacci Number
73.8%
Easy
516. Longest Palindromic Subsequence
65.1%
Medium
560. Subarray Sum Equals K
46.7%
Medium

1410. HTML Entity Parser
50.3%
Medium
1472. Design Browser History
78.2%
Medium
1488. Avoid Flood in The City
38.9%
Medium
1509. Minimum Difference Between Largest and Smallest Value in Three Moves
59.2%
Medium
1636. Sort Array by Increasing Frequency
80.7%
Easy
1721. Swapping Nodes in a Linked List
69.2%
Medium
1740. Find Distance in a Binary Tree
74.3%
Medium
1762. Buildings With an Ocean View
80.9%
Medium
1802. Maximum Value at a Given Index in a Bounded Array
38.9%
Medium
1931. Painting a Grid With Three Different Colors
77.3%
Hard
2192. All Ancestors of a Node in a Directed Acyclic Graph
62.1%
Medium
2444. Count Subarrays With Fixed Bounds
69.3%
Hard
2466. Count Ways To Build Good Strings
59.0%
Medium
2472. Maximum Number of Non-overlapping Palindrome Substrings
43.2%
Hard
2506. Count Pairs Of Similar Strings
73.5%
Easy
2549. Count Distinct Numbers on Board
61.7%
Easy
2580. Count Ways to Group Overlapping 
567. Permutation in String
48.4%
Medium
581. Shortest Unsorted Continuous Subarray
37.9%
Medium
588. Design In-Memory File System
48.4%
Hard
621. Task Scheduler
62.6%
Medium
658. Find K Closest Elements
49.4%
Medium
678. Valid Parenthesis String
39.8%
Medium
680. Valid Palindrome II
43.9%
Easy
692. Top K Frequent Words
59.9%
Medium
694. Number of Distinct Islands
62.7%
Medium
695. Max Area of Island
73.7%
Medium
696. Count Binary Substrings
66.5%
Easy
697. Degree of an Array
58.2%
Easy
706. Design HashMap
66.3%
Easy
715. Range Module
44.6%
Hard
729. My Calendar I
58.2%
Medium
733. Flood Fill
67.8%
Easy
735. Asteroid Collision
47.0%
Medium
739. Daily Temperatures
68.3%
Medium
759. Employee Free Time
72.7%
Hard
763. Partition Labels
81.8%
Medium
767. Reorganize String
56.8%
Medium
796. Rotate String
65.0%
Easy
814. Binary Tree Pruning
72.4%
Medium
848. Shifting Letters
46.0%
Medium
863. All Nodes Distance K in Binary Tree
67.4%
Medium
876. Middle of the Linked List
81.5%
Easy
934. Shortest Bridge
59.2%
Medium
938. Range Sum of BST
87.6%
Easy
973. K Closest Points to Origin
68.7%
Medium
981. Time Based Key-Value Store
49.7%
Medium
986. Interval List Intersections
72.9%
Medium
987. Vertical Order Traversal of a Binary Tree
53.2%
Hard
992. Subarrays with K Different Integers
67.5%
Hard
994. Rotting Oranges
58.1%
Medium
1008. Construct Binary Search Tree from Preorder Traversal
84.1%
Medium
1010. Pairs of Songs With Total Durations Divisible by 60
53.4%
Medium
1011. Capacity To Ship Packages Within D Days
73.4%
Medium
1047. Remove All Adjacent Duplicates In String
72.8%
Easy
1048. Longest String Chain
62.8%
Medium
1161. Maximum Level Sum of a Binary Tree
70.0%
Medium
✅1202. Smallest String With Swaps
60.3%
Medium
✅1209. Remove All Adjacent Duplicates in String II
60.8%
Medium
1229. Meeting Scheduler
55.2%
Medium
✅1268. Search Suggestions System
65.2%
Medium
✅1290. Convert Binary Number in a Linked List to Integer
82.3%
Easy
✅1325. Delete Leaves With a Given Value
77.2%
Medium
✅1326. Minimum Number of Taps to Open to Water a Garden
51.0%
Hard
✅1344. Angle Between Hands of a Clock
64.4%
Medium
✅ 1347. Minimum Number of Steps to Make Two Strings Anagram
82.4%
Medium
✅1380. Lucky Numbers in a Matrix
80.0%
